1,AAPL,S,10:00:00.158,5127749974,1,187.80,35,,
2,AAPL,B,10:00:00.159,5127749975,1,173.76,50,,
3,AAPL,S,10:00:00.159,5127749976,1,174.13,50,,
4,INTC,S,10:00:00.165,5127749977,1,51.70,100,,
5,INTC,B,10:00:00.166,5127749978,1,49.57,105,,
6,INTC,S,10:00:00.166,5127749979,1,49.96,105,,
7,INTC,S,10:00:00.168,5127749980,1,50.60,100,,
8,SLB,B,10:00:00.183,5127749981,1,44.74,56,,
9,SLB,S,10:00:00.183,5127749982,1,45.31,56,,
10,IVZ,B,10:00:00.230,5127749983,1,18.44,100,,
11,IVZ,S,10:00:00.230,5127749984,1,18.67,100,,
12,AON,B,10:00:00.450,5127749985,1,166.96,17,,
13,AON,S,10:00:00.450,5127749986,1,168.26,17,,
14,NLSN,B,10:00:00.453,5127749987,1,25.15,28,,
15,NLSN,S,10:00:00.453,5127749988,1,26.45,28,,
16,ACN,B,10:00:00.454,5127749989,1,156.08,6,,
17,ACN,S,10:00:00.454,5127749990,1,158.67,6,,
18,APTV,B,10:00:00.455,5127749991,1,77.66,17,,
19,APTV,S,10:00:00.455,5127749992,1,78.67,17,,
20,OKE,B,10:00:00.455,5127749993,1,65.01,50,,
21,OKE,S,10:00:00.455,5127749994,1,66.33,50,,
22,AXP,B,10:00:00.456,5127749995,1,104.14,39,,
23,AXP,S,10:00:00.456,5127749996,1,105.48,39,,
24,SRE,B,10:00:00.456,5127749997,1,117.25,17,,
25,SRE,S,10:00:00.456,5127749998,1,117.90,17,,
26,SHW,B,10:00:00.458,5127749999,1,417.84,6,,
27,SHW,S,10:00:00.458,5127750000,1,423.01,6,,
28,GPN,B,10:00:00.459,5127750001,1,113.77,22,,
29,GPN,S,10:00:00.459,5127750002,1,114.54,22,,
30,AAPL,B,10:00:00.461,5127750003,1,140.00,100,,
31,CLX,B,10:00:00.463,5127750004,1,152.83,11,,
32,CLX,S,10:00:00.463,5127750005,1,154.38,11,,
33,FL,B,10:00:00.463,5127750006,1,56.10,50,,
34,FL,S,10:00:00.463,5127750007,1,56.87,50,,
35,IDXX,B,10:00:00.463,5127750008,1,207.24,17,,
